feature,weight
intercept,-0.0009910158274282549
feature_1,-0.0173204312362597
feature_2,-0.00989320702635
feature_3,0.1552378525843876
feature_4,0.31809419569173913
feature_5,-0.09853973770080417
feature_6,0.11638583770134964
